Dates,Open,High,Low,Close,Volume,MarketCap
08-08-2020,1.01,1.02,1.01,1.01,"2,09,62,370","38,13,71,182"
07-08-2020,1.02,1.03,1.01,1.01,"2,36,62,931","38,26,03,764"
06-08-2020,1.02,1.02,1.01,1.02,"1,33,39,646","38,18,59,304"
05-08-2020,1.01,1.03,1.01,1.02,"1,46,68,305","39,25,25,892"
04-08-2020,1.01,1.02,1.01,1.01,"1,65,02,946","38,32,55,774"
03-08-2020,1.01,1.02,1,1.01,"1,75,67,196","38,43,98,263"
02-08-2020,1.02,1.04,1,1.01,"2,51,00,823","36,66,75,256"
01-08-2020,1.03,1.03,1.01,1.02,"2,25,35,103","36,85,14,754"
31-07-2020,1.03,1.04,1.02,1.03,"2,29,33,590","37,36,14,643"
30-07-2020,1.03,1.04,1.03,1.03,"1,89,53,837","34,86,56,113"
29-07-2020,1.02,1.04,1.02,1.03,"1,88,73,978","33,09,36,556"
28-07-2020,1.01,1.03,1.01,1.02,"1,29,91,120","30,20,70,195"
27-07-2020,1.01,1.02,1.01,1.01,"1,76,10,963","28,75,78,908"
26-07-2020,1.01,1.02,1,1.01,"1,93,26,007","27,65,34,298"
25-07-2020,1.03,1.04,1,1.01,"2,04,00,950","25,37,99,216"
24-07-2020,1.03,1.04,1.02,1.03,"1,80,35,196","28,55,28,290"
23-07-2020,1.03,1.03,1.02,1.03,"1,87,77,152","26,37,97,840"
22-07-2020,1.01,1.03,1.01,1.03,"1,00,60,082","22,33,63,052"
21-07-2020,1.01,1.02,1.01,1.01,"97,45,520","22,27,74,702"
20-07-2020,1.01,1.01,1,1.01,"1,03,38,905","21,98,07,881"
19-07-2020,1,1.01,0.9993,1.01,"85,71,477","21,99,62,050"
18-07-2020,1,1.01,1,1,"69,82,228","21,03,68,832"
17-07-2020,1.01,1.01,1,1,"73,70,643","20,79,93,011"
16-07-2020,1,1.01,0.999,1.01,"93,48,150","20,01,47,123"
15-07-2020,1.01,1.01,1,1,"84,40,095","19,86,96,041"
14-07-2020,1.01,1.01,1,1.01,"79,73,915","19,76,79,308"
13-07-2020,1.02,1.02,1,1.01,"98,77,101","19,75,09,891"
12-07-2020,1.01,1.02,1.01,1.02,"70,49,854","19,33,59,879"
11-07-2020,1.02,1.02,1.01,1.01,"63,04,152","20,01,17,229"
10-07-2020,1.02,1.02,1.01,1.02,"77,70,650","19,13,76,188"
09-07-2020,1.02,1.02,1.01,1.02,"1,07,36,036","18,89,21,259"
08-07-2020,1.01,1.02,1.01,1.02,"98,67,278","18,83,47,949"
07-07-2020,1.01,1.02,1.01,1.01,"78,92,018","18,53,51,875"
06-07-2020,1.01,1.02,1.01,1.02,"80,64,109","18,16,30,087"
05-07-2020,1.01,1.01,1,1.01,"73,11,529","17,49,35,587"
04-07-2020,1.01,1.02,1.01,1.01,"70,89,984","17,22,03,078"
03-07-2020,1.01,1.02,1.01,1.01,"97,79,786","16,32,65,075"
02-07-2020,1.01,1.01,1,1.01,"74,37,320","15,19,45,658"
01-07-2020,1,1.01,0.9998,1.01,"78,96,178","12,84,14,094"
30-06-2020,1,1.01,0.9982,1,"61,77,577","12,77,51,324"
29-06-2020,1,1.01,0.9958,1,"58,37,816","12,79,99,116"
28-06-2020,1,1.01,0.9976,1,"65,35,165","12,77,66,776"
27-06-2020,0.9969,1,0.9909,1,"86,42,954","12,75,96,178"
26-06-2020,0.9991,1,0.9938,0.9972,"72,22,881","12,70,65,499"
25-06-2020,0.998,1,0.9888,0.9991,"73,27,108","12,73,08,679"
24-06-2020,1.01,1.01,0.9916,0.9973,"73,96,127","12,70,79,993"
23-06-2020,1.01,1.01,0.9954,1.01,"69,71,332","12,84,58,666"
22-06-2020,0.9989,1.01,0.9989,1.01,"87,10,246","12,84,15,252"
21-06-2020,1,1.01,0.9972,0.9992,"60,25,805","12,53,85,083"
20-06-2020,0.9975,1.01,0.9944,1,"59,12,944","12,57,84,696"
19-06-2020,1.01,1.01,0.9957,0.9973,"78,69,758","12,51,51,771"
18-06-2020,1.01,1.01,0.9992,1.01,"70,64,656","12,61,57,169"
17-06-2020,1,1.01,0.9977,1.01,"76,55,836","12,61,68,877"
16-06-2020,1,1.01,0.9993,1,"77,57,830","12,60,59,023"
15-06-2020,1.01,1.01,1,1,"1,20,38,320","12,61,11,640"
14-06-2020,0.9974,1.02,0.9944,1.01,"2,01,82,241","12,66,87,924"
13-06-2020,0.9975,0.999,0.9932,0.9977,"68,81,782","12,51,94,430"
12-06-2020,1.01,1.01,0.9948,0.9975,"80,48,161","12,51,67,316"
11-06-2020,1.01,1.01,0.9832,1.01,"1,28,65,280","12,61,72,139"
10-06-2020,1,1.01,0.9987,1.01,"83,51,046","12,15,51,706"
09-06-2020,1,1.01,0.9971,1,"82,39,780","12,11,63,650"
08-06-2020,1.01,1.01,0.9949,1,"65,58,333","12,31,89,670"
07-06-2020,0.9991,1.01,0.9903,1.01,"71,07,409","13,58,14,148"
06-06-2020,1,1.01,0.9954,0.9991,"60,59,871","13,17,72,152"
05-06-2020,1.01,1.01,0.9975,0.9996,"69,87,269","13,17,18,161"
04-06-2020,1,1.01,0.9925,1.01,"81,10,432","13,22,27,475"
03-06-2020,0.995,1.01,0.9931,1,"78,29,430","13,19,77,979"
02-06-2020,1.02,1.02,0.9916,0.995,"1,29,04,441","12,05,71,932"
01-06-2020,0.9928,1.02,0.992,1.02,"1,00,53,733","12,63,82,393"
31-05-2020,1.01,1.01,0.9902,0.9923,"77,13,504","12,87,49,944"
30-05-2020,0.9879,1.01,0.9829,1.01,"1,17,09,752","12,61,64,423"
29-05-2020,1.01,1.02,0.9836,1,"89,29,349","12,17,55,731"
28-05-2020,1.01,1.01,0.9992,1.01,"1,23,18,448","12,15,99,261"
27-05-2020,0.9989,1.01,0.9987,1.01,"66,40,750","12,10,34,255"
26-05-2020,0.9966,1,0.9925,0.9989,"88,67,698","11,92,99,894"
25-05-2020,0.9858,1,0.9819,0.9964,"64,84,030","12,00,99,418"
24-05-2020,1,1.01,0.986,0.9866,"74,40,923","11,89,79,753"
23-05-2020,1.01,1.01,0.9962,1,"62,22,107","12,09,57,842"
22-05-2020,0.9967,1.01,0.9942,1.01,"76,54,987","12,47,87,998"
21-05-2020,1,1,0.9842,0.9965,"1,10,70,155","11,84,21,808"
20-05-2020,0.9953,1,0.9946,1,"74,84,489","11,99,51,509"
19-05-2020,0.9989,1.01,0.9926,0.9953,"94,17,566","11,36,48,939"
18-05-2020,0.9953,1.03,0.9916,0.9993,"1,05,00,725","11,37,69,981"
17-05-2020,1,1.02,0.9834,0.9939,"76,80,861","10,95,84,305"
16-05-2020,0.9846,1.01,0.9792,1,"83,73,798","11,00,58,026"
15-05-2020,1.01,1.01,0.9777,0.9857,"1,37,11,063","10,77,42,091"
14-05-2020,1.02,1.03,0.9983,1.01,"1,64,90,183","11,00,00,727"
13-05-2020,1,1.03,1,1.02,"1,48,47,587","10,98,61,865"
12-05-2020,0.9941,1.01,0.9917,1,"1,36,48,002","10,84,67,168"
11-05-2020,1.01,1.01,0.9785,0.9932,"1,89,09,909","10,78,16,854"
10-05-2020,1,1.01,0.9455,1.01,"2,82,00,453","11,02,23,366"
09-05-2020,1,1.01,0.9943,1,"1,50,36,577","11,23,37,890"
08-05-2020,1.01,1.02,0.9961,1,"2,08,37,246","11,16,10,475"
07-05-2020,0.9979,1.02,0.9852,1.01,"1,93,93,707","11,25,16,049"
06-05-2020,1.01,1.02,0.9975,0.9979,"1,25,07,706","11,09,74,342"
05-05-2020,1.01,1.02,0.9894,1.01,"1,35,80,697","11,27,75,729"
04-05-2020,0.9937,1.02,0.9761,1.01,"1,73,18,067","11,18,44,255"
03-05-2020,1.01,1.02,0.9884,0.9933,"1,51,60,972","11,00,92,899"
02-05-2020,1.01,1.01,0.9961,1.01,"1,31,43,639","10,88,19,528"
01-05-2020,0.9997,1.03,0.9961,1.01,"1,46,82,420","9,91,05,462"
30-04-2020,1.02,1.03,0.9866,0.9997,"2,05,39,852","9,93,98,642"
29-04-2020,1.01,1.04,0.9999,1.02,"2,13,46,830","10,14,34,381"
28-04-2020,1.01,1.01,0.9968,1,"1,20,76,580","9,72,46,819"
27-04-2020,1.01,1.02,0.9942,1.01,"1,21,56,993","9,73,07,737"
26-04-2020,1.02,1.02,1,1.01,"1,34,88,537","9,75,67,652"
25-04-2020,1.01,1.03,1.01,1.02,"1,23,10,801","9,75,66,012"
24-04-2020,0.9997,1.02,0.9984,1.01,"1,23,87,992","9,63,00,420"
23-04-2020,1.02,1.02,0.9957,1,"1,76,18,690","9,29,38,591"
22-04-2020,1.01,1.02,1.01,1.02,"1,29,15,203","9,05,21,125"
21-04-2020,0.9928,1.01,0.9915,1.01,"1,29,51,849","8,99,86,142"
20-04-2020,1.01,1.02,0.9893,0.9926,"1,56,35,487","8,72,69,191"
19-04-2020,1.02,1.02,1.01,1.01,"1,85,23,518","8,77,66,453"
18-04-2020,1.01,1.04,1.01,1.02,"1,49,13,751","8,39,87,549"
17-04-2020,1.02,1.03,1.01,1.01,"1,20,94,160","8,21,53,813"
16-04-2020,0.9842,1.04,0.9746,1.02,"1,65,79,140","8,29,49,110"
15-04-2020,0.9943,1.01,0.9807,0.9837,"1,16,45,055","7,91,25,180"
14-04-2020,1.01,1.02,0.9907,0.9934,"1,19,39,085","7,94,80,334"
13-04-2020,1.01,1.02,0.9864,1.01,"1,17,07,567","8,05,11,877"
12-04-2020,1,1.02,0.9943,1.01,"1,33,80,743","8,05,62,058"
11-04-2020,0.9967,1.01,0.9873,0.9997,"1,22,48,595","7,96,22,320"
10-04-2020,1.02,1.02,0.9858,0.9967,"1,41,91,847","7,93,69,495"
09-04-2020,1.02,1.02,1,1.02,"1,27,18,638","8,09,73,828"
08-04-2020,1.02,1.02,1.01,1.02,"1,45,91,054","8,04,54,950"
07-04-2020,1.05,1.05,0.9987,1.02,"2,65,30,743","8,11,64,683"
06-04-2020,1.01,1.05,1.01,1.05,"1,85,94,074","9,10,29,919"
05-04-2020,1.02,1.02,1,1.01,"1,00,32,522","8,70,12,473"
04-04-2020,1,1.02,0.9976,1.02,"1,24,92,038","8,83,12,432"
03-04-2020,1.02,1.02,0.9989,1,"1,18,37,308","8,61,79,591"
02-04-2020,1.02,1.04,1.01,1.02,"1,55,42,369","8,74,44,086"
01-04-2020,1.01,1.03,0.9948,1.02,"1,08,86,562","8,46,65,103"
31-03-2020,1.02,1.02,1,1.01,"1,28,21,515","8,40,21,801"
30-03-2020,0.9807,1.02,0.9787,1.02,"1,37,05,358","8,33,35,720"
29-03-2020,1,1.02,0.9792,0.9813,"1,04,64,517","7,96,50,413"
28-03-2020,1,1.01,0.9801,1,"1,42,86,337","8,17,66,315"
27-03-2020,1.02,1.02,0.9966,0.9995,"1,22,89,196","8,08,71,727"
26-03-2020,1,1.02,0.9962,1.02,"1,46,27,888","8,27,84,647"
25-03-2020,1,1.01,0.9822,1,"1,23,57,470","8,10,83,970"
24-03-2020,1.03,1.05,0.9825,1,"1,16,55,469","8,07,09,177"
23-03-2020,0.9713,1.04,0.9687,1.04,"1,10,59,862","8,34,43,900"
22-03-2020,1.01,1.02,0.9686,0.9713,"1,30,47,508","7,85,68,470"
21-03-2020,0.9925,1.02,0.983,1.01,"1,27,61,240","8,37,60,244"
20-03-2020,1.02,1.05,0.964,0.9925,"2,37,41,397","8,25,81,980"
19-03-2020,0.9941,1.04,0.9941,1.02,"2,08,68,363","8,28,72,609"
18-03-2020,0.9908,1.01,0.9885,0.9941,"1,44,77,589","9,26,51,064"
17-03-2020,1.03,1.06,0.9851,0.9934,"1,72,05,581","9,07,23,381"
16-03-2020,1.04,1.07,0.9922,1.03,"3,38,14,026","9,34,78,571"
15-03-2020,0.9985,1.08,0.9933,1.03,"2,87,27,471","9,93,03,091"
14-03-2020,1.09,1.1,0.9919,0.9985,"2,36,98,135","9,41,89,048"
13-03-2020,1.03,1.11,0.9782,1.09,"7,12,60,808","10,58,58,180"
12-03-2020,1,1.07,0.9928,1.04,"7,02,63,958","10,96,34,315"
11-03-2020,0.9956,1,0.9781,1,"2,61,00,688","11,69,90,213"
10-03-2020,1.01,1.01,0.9888,0.9957,"1,88,90,026","11,81,78,863"
09-03-2020,0.9765,1.01,0.9756,1.01,"3,04,91,965","11,96,88,330"
08-03-2020,0.9953,1,0.9746,0.9774,"2,07,91,946","11,86,13,645"
07-03-2020,1.02,1.02,0.9866,0.9953,"1,93,65,810","12,10,52,984"
06-03-2020,1.01,1.02,1,1.02,"1,91,42,305","12,30,80,292"
05-03-2020,1,1.01,0.9994,1.01,"1,87,95,764","11,85,81,272"
04-03-2020,0.9994,1.01,0.9952,1,"1,64,05,147","11,78,32,570"
03-03-2020,1,1.01,0.9921,0.9994,"1,58,58,690","11,71,80,433"
02-03-2020,0.9996,1.01,0.9955,1,"2,12,59,891","11,76,08,068"
01-03-2020,0.9961,1.01,0.9869,0.9995,"2,58,26,815","11,66,56,790"
29-02-2020,1.01,1.02,0.993,0.9963,"1,74,17,335","11,85,61,822"
28-02-2020,0.9973,1.02,0.9808,1.01,"2,17,03,047","12,03,92,079"
27-02-2020,0.9988,1.01,0.9869,0.9969,"3,53,96,356","12,13,81,743"
26-02-2020,0.9867,1,0.978,0.9985,"3,44,75,811","12,18,15,771"
25-02-2020,0.9878,0.9959,0.9771,0.9826,"2,11,76,820","12,13,50,907"
24-02-2020,1.01,1.02,0.9758,0.9877,"1,97,47,543","11,91,08,183"
23-02-2020,0.9971,1.02,0.9958,1.01,"1,57,99,635","12,25,09,116"
22-02-2020,0.9984,1,0.9908,0.9971,"1,69,48,279","11,97,35,601"
21-02-2020,0.9882,1,0.9836,1,"1,78,67,269","12,02,87,983"
20-02-2020,0.9645,0.9969,0.9628,0.9878,"2,00,89,967","11,85,55,433"
19-02-2020,1.02,1.02,0.9628,0.9648,"2,16,75,540","11,59,27,376"
18-02-2020,1.01,1.03,0.9909,1.02,"2,15,87,204","12,41,91,560"
17-02-2020,0.9917,1.01,0.9809,1.01,"2,58,77,439","12,66,02,760"
16-02-2020,0.9875,1,0.9732,0.9912,"2,47,21,716","12,55,99,792"
15-02-2020,0.9937,1.01,0.9803,0.9856,"2,38,72,589","12,36,48,021"
14-02-2020,0.9943,1.02,0.9876,0.9937,"2,30,31,852","12,32,45,953"
13-02-2020,1.02,1.02,0.9886,0.9951,"2,52,12,913","12,10,03,078"
12-02-2020,1.01,1.03,0.9788,1.02,"2,98,71,184","12,08,76,072"
11-02-2020,0.9962,1.01,0.991,1.01,"2,40,90,297","11,66,15,864"
10-02-2020,1.01,1.01,0.987,0.9968,"2,00,10,030","11,39,05,898"
09-02-2020,1.02,1.02,0.9975,1.01,"2,07,90,340","11,48,17,572"
08-02-2020,1.01,1.02,0.9925,1.02,"2,02,78,482","11,45,01,365"
07-02-2020,1,1.01,0.9987,1.01,"1,85,00,810","11,23,95,969"
06-02-2020,1.02,1.02,0.9932,1,"2,00,66,580","11,07,49,934"
05-02-2020,1,1.04,0.9956,1.02,"1,85,96,804","11,26,95,724"
04-02-2020,0.9972,1.01,0.9906,1,"1,63,75,644","10,94,19,530"
03-02-2020,0.9964,1.01,0.9889,0.9977,"1,71,95,513","10,63,49,845"
02-02-2020,1.01,1.03,0.9911,0.9964,"1,69,68,250","10,52,84,832"
01-02-2020,1,1.02,1,1.01,"1,48,73,854","10,79,95,497"
31-01-2020,1.02,1.02,0.986,1.01,"1,64,89,795","10,70,15,691"
30-01-2020,0.9999,1.04,0.9892,1.02,"1,82,78,061","10,77,43,703"
29-01-2020,1.01,1.01,0.9964,0.9992,"1,63,09,049","10,44,90,608"
28-01-2020,1.02,1.03,0.9909,1.01,"1,72,05,596","10,54,61,959"
27-01-2020,1.01,1.02,1,1.02,"1,68,81,575","10,41,07,549"
26-01-2020,0.9903,1.01,0.9832,1.01,"1,42,92,201","10,16,25,920"
25-01-2020,0.9987,1,0.9826,0.9886,"1,33,14,599","9,93,62,724"
24-01-2020,0.991,1.01,0.9785,1,"1,52,48,299","10,01,07,567"
23-01-2020,0.9955,0.9976,0.978,0.991,"1,60,40,879","9,85,45,962"
22-01-2020,0.9975,1.01,0.9908,0.996,"1,45,47,495","9,66,61,396"
21-01-2020,0.9914,1,0.982,0.9992,"1,48,56,777","9,69,72,668"
20-01-2020,0.9859,0.9999,0.9801,0.9916,"1,51,09,478",0
19-01-2020,1,1.01,0.9795,0.9859,"1,67,67,022",0
18-01-2020,1,1.01,0.987,1,"1,65,75,859",0
17-01-2020,0.9851,1.02,0.9755,1,"1,44,12,819",0
16-01-2020,0.9939,1,0.9508,0.9848,"97,39,39,834",0
15-01-2020,1,1.02,0.9657,0.9957,"50,59,27,649",0
14-01-2020,1,1.02,0.9939,1,"89,95,881",0
13-01-2020,1,1.01,0.998,1,"37,52,013",0
12-01-2020,1,1.01,0.9977,1,"39,66,035",0
11-01-2020,1,1.01,0.9971,1,"35,83,659",0
10-01-2020,1.01,1.01,0.9978,1,"60,95,383",0
09-01-2020,1.01,1.01,0.9966,1.01,"48,61,969",0
08-01-2020,0.996,1.01,0.99,1.01,"83,31,934",0
07-01-2020,1,1.01,0.9943,0.996,"64,68,096",0
06-01-2020,1.01,1.01,0.9966,1,"57,58,883",0
05-01-2020,1.01,1.02,1,1.01,"46,10,514",0
04-01-2020,1,1.01,0.9994,1.01,"33,42,562",0
03-01-2020,0.9987,1,0.9918,1,"35,78,684",0
02-01-2020,1,1,0.9946,0.9978,"29,25,547",0
01-01-2020,0.9978,1,0.9958,1,"20,58,558",0
31-12-2019,1.01,1.01,0.9967,0.998,"31,15,204",0
30-12-2019,1.01,1.01,1,1.01,"33,38,305",0
29-12-2019,1.01,1.03,1,1,"39,67,640",0
28-12-2019,1.01,1.02,1.01,1.01,"24,71,911",0
27-12-2019,1,1.02,0.9969,1.01,"25,22,002",0
26-12-2019,1.01,1.01,0.9948,1,"28,58,958",0
25-12-2019,1.01,1.02,1,1.01,"17,90,487",0
24-12-2019,0.9968,1.02,0.9943,1.01,"38,62,385",0
23-12-2019,0.9999,1.01,0.9942,0.9973,"36,25,855",0
22-12-2019,1.01,1.01,0.9975,0.9999,"15,91,895",0
21-12-2019,1,1.01,1,1.01,"13,42,908",0
20-12-2019,1.01,1.01,0.9962,1,"16,86,796",0
19-12-2019,1,1.02,0.9978,1.01,"20,55,299",0
18-12-2019,1,1.03,0.994,1,"52,56,854",0
17-12-2019,1.01,1.02,0.9999,1,"50,02,589",0
16-12-2019,1,1.02,0.9991,1.01,"34,03,102",0
15-12-2019,1.01,1.01,0.9816,1,"15,05,775",0
14-12-2019,1,1.01,1,1.01,"16,45,619",0
13-12-2019,1.01,1.01,0.9995,1,"22,11,492",0
12-12-2019,1,1.01,0.9965,1.01,"23,72,303",0
11-12-2019,1,1.01,1,1,"28,41,475",0
10-12-2019,1.01,1.01,1,1,"22,37,471",0
09-12-2019,1,1.01,0.9964,1.01,"27,76,887",0
08-12-2019,1.01,1.01,1,1,"40,15,579",0
07-12-2019,1,1.01,0.9988,1.01,"19,31,386",0
06-12-2019,1.01,1.01,0.9999,1,"24,79,272",0
05-12-2019,1,1.03,0.9974,1.01,"13,99,150",0
04-12-2019,1,1.01,0.9848,1,"23,08,280",0
03-12-2019,0.9979,1.01,0.9913,1,"14,36,267",0
02-12-2019,1,1.02,0.9934,0.9979,"16,52,542",0
01-12-2019,1,1.02,0.9955,1,"13,83,114",0
30-11-2019,1,1.02,1,1.01,"10,99,787",0
29-11-2019,1,1.01,0.9935,1,"15,17,444",0
28-11-2019,0.9999,1.02,0.9923,1,"12,95,174",0
27-11-2019,1,1.03,0.9844,0.997,"4,78,836",0
26-11-2019,1.01,1.03,0.9918,1.01,"2,17,385",0
25-11-2019,1,1.03,0.9848,1.01,"9,58,777",0
24-11-2019,1.02,1.04,0.9956,1,"2,55,060",0
23-11-2019,0.9922,1.03,0.9883,1.02,"3,11,283",0
22-11-2019,0.9974,1.03,0.9722,0.9926,"21,04,541",0
